team_id,points/game,totalYards/game,firstDowns/game,netPassingYards/game,passAttempts/game,passCompletions/game,passingTDs/game,rushingYards/game,rushingAttempts/game,rushingTDs/game,turnovers/game,thirdDownPct,rushingPct,rushingYardsPct,completionPct,rushingYards/attempt,passingYards/attempt,o_ppa,o_success_rate,o_explosiveness,o_power_success,o_stuff_rate,o_standard_downs_rate,o_line_yards,o_open_field_yards,o_second_level_yards,o_rushing_plays_success_rate,o_rushing_plays_explosiveness,o_rushing_plays_ppa,o_passing_plays_success_rate,o_passing_plays_explosiveness,o_passing_plays_ppa,points_opp/game,totalYards_opp/game,firstDowns_opp/game,netPassingYards_opp/game,passingAttempts_opp/game,passingCompletions_opp/game,passingTDs_opp/game,rushingYards_opp/game,rushingAttempts_opp/game,rushingTDs_opp/game,turnovers_opp/game,thirdDownPct_opp,rushingPct_opp,rushingYardsPct_opp,completionPct_opp,rushingYards/attempt_opp,passingYards/attempt_opp,d_ppa,d_success_rate,d_explosiveness,d_power_success,d_stuff_rate,d_standard_downs_rate,d_line_yards,d_open_field_yards,d_second_level_yards,d_rushing_plays_success_rate,d_rushing_plays_explosiveness,d_rushing_plays_ppa,d_passing_plays_success_rate,d_passing_plays_explosiveness,d_passing_plays_ppa,wins/game,penalties/game
Air Force 2015,0.7737228161419791,0.9149090451802322,0.3193405659963822,-1.7330516322910337,-2.795054240670032,-2.5351477436458034,-0.8503672393951907,3.0419643419671094,3.356799564999713,2.2642833188494307,-0.016058992920140104,0.5346586588294432,3.2433793173390617,2.595942041363847,-1.4375207587801984,1.462897579191277,3.17699945445378,1.4534287530832795,1.2331919095530202,0.30634557658303674,1.4536311751891025,-1.4318017187738339,2.1278884614449445,1.1300810756393005,0.7113174464358148,0.1963695266274634,1.243320902197619,0.6702690546111026,1.414368783158395,-0.04961557983431762,3.4269575811832653,2.00757047345748,-0.164433589130857,-0.46728502233394287,-1.3078203993112252,-0.5504886026546857,-1.0386328925118624,-1.4642018686819542,0.2067562032879183,-0.33577394152739504,-0.7694342771773903,-0.22192157136433416,-0.8308412259017477,-0.4156506515774623,0.2469336990537627,-0.052631509682480704,-1.3320227595176886,0.043922496264570995,0.3815915496372917,0.6594500826567851,-1.2817477386628873,2.542010264670786,0.4103841841058644,0.7216885639681121,-1.8418569554502529,-1.1891476832935415,2.2053263255931546,-1.3599677977244382,-1.5755492489839367,2.694293704932163,0.24702168583463016,-0.8233377342230261,2.2653827777425968,0.7131886963488043,0.22296213769553003,-1.906229625022122
Air Force 2016,0.9650887790322077,0.9318247052336236,0.9193603123053545,-1.6844048789440809,-2.8824611743306563,-2.733782867726676,-0.8419425524780546,3.0072910772681216,4.238304725765229,1.9457210418651993,-0.7056815572064055,1.8410618753634018,3.4626770746216966,2.5454747797322317,-2.491631374153073,0.8713499528050219,3.9337672764332385,1.026911747855415,1.4406687554218478,-0.4194704302147467,0.7201689712072288,-1.6125522692339296,2.2426060660839977,1.0982122359633677,-0.07815513703032935,-0.5821471068084861,1.35392902947666,-0.005773529990299384,1.1082798306072807,-0.16792744845655874,3.7958259118279547,1.9429688418475501,-0.055360785882065465,-0.2757438110369794,-0.8692931895963645,0.6726315664225314,-0.5556198524198614,-1.16322743273745,0.4745708958161643,-1.0798409760283307,-1.001671193365168,-0.04602581876002011,0.197332216610774,0.8391010958717325,-0.2661227558422175,-1.4806542112169707,-1.4407674665020482,-0.9838693301826033,1.487775658608735,0.518522200415743,-1.0864592824913828,2.456040820070986,-0.10874661822051353,0.6613000198332709,-1.746575300068747,-1.702327762026769,0.3060323668530447,-1.96391429444048,-1.3170941418644342,1.3845177304371095,-0.20346646753044476,-0.5865773845663512,2.7039596506667687,0.9041851293277934,1.1280048756817556,-0.7155254276860907
Air Force 2017,0.44235484693379923,0.38245215182446307,1.230955932593856,-2.1071548886068143,-2.839817185484109,-2.6289168385331427,-1.2154370058044184,2.800858739364943,4.274352531308562,2.193491701741823,0.032930588149376314,1.4984243850389263,3.429502973193742,2.853501291670809,-1.903844388607694,0.6511816407562818,1.7272314545394727,1.1016828134199332,1.555921898578423,-0.028531381842983903,1.296233659971509,-1.5950250650867766,2.3224054539288264,1.0076776998582817,-0.11893115323573157,0.8159331348965302,1.8404148464983074,0.658832844989954,1.6147867622644767,-0.8323965446370312,2.252653666005431,-0.15316635345811583,0.8679309258291972,0.20413240743671576,-0.8503444830037472,-1.6960692915359021,-3.002059011677384,-2.711528809592902,-0.4491957247885104,1.566221217442304,-0.024727899268581138,1.626449628919335,-1.7928065300706604,0.615253424048674,2.3760637042930113,2.29791881706629,-0.7599180510697467,2.297716976834727,1.3711722102670671,1.4207793894437695,0.21399736135521547,1.5486971279677837,1.3562809576953567,-0.1699970434850738,0.03609118877496527,0.41386890008125565,2.936028834417029,0.20459174927413437,0.221434418637161,2.407846153498378,1.591993426901133,-0.3095984181203148,2.0312472785646585,1.0887495702445722,-0.4851500045251736,-1.7197337868851532
Air Force 2018,0.2675124511204378,0.3511968205582963,0.5095907294602031,-1.743245181509447,-2.5264765717855666,-2.224988429787682,-1.2154370058044184,2.34235899069695,3.5438543542686824,1.5740650520502628,-0.8243870805671561,0.28935375505423105,3.031095961679039,2.3790812436189,-0.6833212892480739,0.6099504611331479,1.7997579396371828,0.9895338550070729,1.0146196518776693,0.12573924711280413,1.1018686896059586,-1.3208985011588337,2.204201049531434,0.4203089217333923,-0.2267495871984906,-0.42325607096947954,0.8032411409131842,0.5048118210175598,0.796476142434181,0.9496904140846244,1.9987968132674276,2.1855665700153204,-0.12711920907205987,-0.3631242567889056,-0.942719427642757,0.4425109338214424,-1.1651015636336346,-0.7201822898929673,0.7870213704324517,-1.0125734990089932,-0.930451872400916,-0.24097694456313482,-1.0839899901567247,0.5393794910740536,0.2350695430597513,-1.3012784766614256,0.5229302368917419,-0.9163043389094174,1.9943101024446763,0.7829365306696707,-0.3499641966691312,1.9410945880239574,-0.2940901822566673,0.030196079538456322,-0.934014186091373,-1.1820695222703108,0.17208173317504621,-1.4228249452430621,-1.3607361214680005,1.3332919778798547,-0.14912040030231902,1.1436066110398022,1.8021022772124413,1.6180504644242983,-0.4851500045251736,-1.2845768312322263
Air Force 2019,0.8144553303314661,0.4569840956130146,0.5095907294602031,-1.882002909947176,-3.1494496262394738,-2.733782867726676,-0.8419425524780546,2.6356370212758704,3.3222663731346724,2.1744324202128524,-0.5474075260587381,2.351973706542925,3.584760045606038,2.5986759886813764,-0.9338789019625423,1.0553432618590854,4.893806273848532,1.8905918666872472,2.528704466374679,-0.32092449420638725,2.3186311448652486,-1.8772616323968263,3.389682103645114,1.642668400770703,-0.44789735301594225,0.21972426257848587,2.341601439198512,-0.1989519833458654,1.5672309764779453,1.0128576703374017,4.598854813785511,3.968753160544208,-1.0083126458451925,-1.078365711235003,-1.2672160280413296,-0.2974848259153926,-0.67819717981481,-0.11688677623239638,0.14853561795569112,-1.4113400971166663,-2.1349873443615257,-1.1541690601672001,-0.9476791170963524,0.30219515464266145,-1.0236207186397825,-1.4364630381898296,0.917092329051792,-0.8777520269890037,0.3134360110043503,0.17110833986656426,-0.13251793287257935,0.6391966057332068,0.4579855467112067,-1.1749855594830023,-0.3578978941211465,0.05014898153783904,-0.9730962201749892,-1.3788657730005232,-0.7283998056768475,-0.21359070285606596,-0.38031885550456584,0.5100233729204314,0.5959602472239807,0.3832358584277296,1.479965940454176,-2.3892060263511943
Air Force 2021,0.3840740483293453,0.48823942687918137,0.45836953160455934,-2.3562381843546047,-3.294068371023416,-2.9357470720994066,-1.5496162535174807,3.22118177887999,4.352809519844048,2.517499487734332,-1.813599775240078,0.9223366047957611,3.86287005173536,3.201918948570304,-1.8892287881153107,1.01115671038602,3.2943671286411735,1.5331877667259302,0.8369505965030247,0.4784121790150125,1.3800658239574592,-2.2160428833309753,1.6426668362720558,1.67042294999769,0.14653143034228833,-0.1062293884492911,0.9434383679104476,0.9414608003472108,1.5758628527973264,0.030589763375289826,3.7073307175912635,2.3865692672501044,-1.0197939935555915,-1.468437310178029,-1.750408046153074,-1.014919739318789,-1.413661144184504,-1.4460222047658433,-0.5705579583320182,-1.3682639401390855,-1.726250371871036,-0.29227987240606,-0.9476791170963524,0.2743415993446315,-0.14055983254627655,-0.9890159395847896,-0.6589189207220473,-1.0534464852478849,0.1542811009362119,0.714020049717633,-0.8483084266258198,1.7399965706914169,1.6946876143990228,-0.8112905722111509,-1.5197031019956215,0.14444481962112682,0.27498671681347947,-0.5283274900811181,-0.7810371606962168,2.000963874381954,0.9973430288731112,-0.32937989019323904,0.8764734453150927,0.22388938674373488,1.1280048756817556,-1.5188921150453407
Air Force 2022,-0.05706676572282805,0.08071799229339152,-0.0026212490962370127,-2.7856845717346643,-3.5833058605913006,-3.1532469845008086,-1.5496162535174807,3.2014613595824417,3.9202358533240638,1.7170096635175462,-1.3387776817970756,0.8810534510922353,4.109197285314813,3.6383343972148072,-2.168152856221014,1.2546150040714845,2.865146996589761,1.6957778126134155,1.3777816894620862,0.18491547089217716,1.714604258683356,-2.6784509851457994,2.313582425788736,2.075830619901306,0.38752219275433736,-0.16818083550225965,1.5161234245230333,0.6301548440914412,1.8082249676555764,-0.4114574964948927,4.848815137079971,2.329555882452114,-1.9727458535187192,-2.220812699325765,-2.6315229027097815,-2.093328194057227,-2.4351388724757452,-2.0398912260254685,-1.6446584102769126,-1.538695691659077,-2.3021979240167254,-1.2772960869902201,-0.9476791170963524,-1.9642600087560147,0.2897758396564105,-0.5122485175006595,-0.12588448242898637,-1.0078100604493578,-0.2780566107695036,0.15561243164230018,-0.24353854560821359,0.48328954308880645,-0.6552818765064342,-1.568688100325954,0.08370395010183598,0.7852611033066671,-0.6766325579934085,-0.5244403600339214,-0.32739740703884684,0.5403884360180221,0.3262185518967126,0.5363141166330497,-0.0585354059698169,0.6766764207152052,1.1280048756817556,-1.7866810108317575
Air Force 2023,-0.05706676572282805,-0.4205694360908977,-0.2843378373022778,-2.5367110526707646,-3.3830645216596884,-2.9357470720994066,-1.6675618703573851,2.2821864292505856,2.7624651576382204,1.6026539743437194,-0.7056815572064055,1.1443134932119585,3.751334227718879,3.1383145110151993,-1.2202304593505082,1.0436726039077864,2.8605745113667886,1.5306118902391803,0.8775977696364933,0.37380018326079184,1.3454103392206247,-2.507167151857055,2.9946133185057064,1.7968411794514823,0.5037391111466072,-0.39760620877553887,0.9955172493829706,0.7882307509105237,1.6855589755004936,0.10026309182000082,3.590873332648296,2.2754460791910094,-1.2609022954739728,-1.7818168659390374,-1.9493694653755564,-1.2337599487531588,-1.22979515309208,-0.7390352746948601,-0.34051729883501913,-1.6304666347852266,-1.9120399048212589,-1.1541690601672001,-1.4383982601136927,-0.651236464408115,-0.4292593759100949,-1.228675202072279,0.6036526568938915,-1.4110412439758662,-0.3923891892431084,0.17222299347820774,-0.25382200575673824,0.5178642574882525,1.1699961504813396,-0.5028796749670366,-0.14516730204981937,-0.43497279220853946,-0.6466071142399975,-1.664391935477475,-0.6029860374530808,0.15410459352014771,-0.006356673473341351,0.5367416084007337,0.047170032268460414,0.2831850334468797,0.7760438109093343,-2.590047698191007
Akron 2005,-0.6488410284757434,-0.12845230156480095,-0.3867802330135665,0.9186198494700256,1.4672256880171546,0.6219300664663849,0.33751361592098966,-1.1355139305475546,-0.914411007781656,-1.1418825658281186,0.5605106919749346,-1.2513724052770745,-1.2786983119530932,-1.2760996918947778,-1.1995877407957367,-1.1761100577590118,-0.5115051532200854,-1.1204019044169682,-1.503864745496508,-0.10265994465758986,-2.46022493802025,3.1976623053193305,-1.5851989535147062,-2.303499279709443,-0.1545932104337059,-0.7655506017872609,-1.3609411722701443,-0.5378956119598636,-1.6483646008540573,-1.1848366424674956,-0.2513251990511915,-0.6731343789258238,-0.31943178322124544,-0.7253178572763992,-1.0114084890409958,-1.0194319085854773,-0.923351834604707,-0.7955942291005398,-0.34051729883501913,0.012045959533811643,0.7075925097768783,-0.1691528455830397,-0.9476791170963524,-0.9830474683949483,1.0585498681433028,0.8414070025110603,-0.0791918185247049,-0.31971949362429275,-0.4215350321041247,-0.9426841773413759,-1.171436005260031,-0.6989134452736666,-0.43243994202401964,0.9476192141021362,-0.28850263036827434,-1.076566923834623,0.0478120262526318,-0.38749158519310656,-0.507197982231674,-0.33727217014415223,-0.6571826662332761,-2.0045135760007695,-0.32538333604456904,-1.0187388163029178,0.07212168136449255,-5.924328948761671e-05
Akron 2006,-1.2011636737117979,-1.28319654356834,-1.099608569837944,0.2389923995032686,0.07666083432539948,-0.39048024006871324,-0.1932416598585805,-1.60008150053787,-1.2526242421440952,-0.9036415467159803,0.032930588149376314,-2.0274350755375767,-0.7084334184512233,-1.3613041040902278,-1.1799622715928266,-1.847795497568597,0.2592948125259321,-1.0763518935901077,-1.3178826843101732,-0.35147589449895267,-0.3463873700690564,2.1134488427131055,-1.7566844416800511,-1.3834480578177548,-1.2920403298735716,0.11141194518559955,-0.9749621686509296,-0.8494302079121173,-1.0893279997727736,-1.0620705461883473,-0.41638607882502837,-0.8766599305925257,-0.5997680231501579,-1.024923698385464,-0.7579695383647373,-1.0361645362827794,-0.9437813891705327,-1.1490876941360304,-0.9790030513117797,-0.5418572329061603,0.6595968804314023,-0.10758933217152991,0.3336430896711462,-0.5286106585868933,1.0468027303628313,0.16741859763379463,-0.8038475197541421,-1.026147662513138,-0.4231459843030758,-1.332189904183879,-1.2971959648457874,-0.5970100705121422,-1.5353949712804125,1.5173049047291836,-0.8744909137466101,-1.256411669939322,-1.0737699388588917,-1.053454384526099,-1.3848415784670378,-0.868689357698836,-1.7012642750359024,-0.9408923103551109,-0.06872699439108777,-0.5145791881189162,-0.4851500045251736,2.776888088195091
